termo,df_estimado,idf
slumming,29,8.41860090254813
slump,14,9.111748083108075
slums,33,8.293437759594124
slurs,17,8.92942652631412
slut,68,7.585691779613026
slutty,44,8.013135794439966
sly,92,7.28719879105703
sm,53,7.8308142376460115
smack,66,7.615105664819319
smackdown,9,9.517213191216241
smacked,19,8.824066010656296
smacks,37,8.1822121244839
small,2687,3.9232455825672456
small bit,16,8.98658494015407
small boy,14,9.111748083108075
small budget,71,7.543132165194231
small cast,21,8.72875583085197
small child,33,8.293437759594124
small children,39,8.130918830096348
small community,14,9.111748083108075
small details,17,8.92942652631412
small feat,16,8.98658494015407
small film,37,8.1822121244839
small group,52,7.849506370658164
small island,14,9.111748083108075
small movie,21,8.72875583085197
small number,14,9.111748083108075
small parts,28,8.452502454223811
small role,143,6.849984984634285
small roles,39,8.130918830096348
small scale,17,8.92942652631412
small screen,58,7.742260840304566
small things,16,8.98658494015407
small time,43,8.035608650292025
small town,330,6.017679908833223
small towns,18,8.875359305043844
small village,28,8.452502454223811
smaller,196,6.5365945554722975
smallest,69,7.571303042160927
smallpox,12,9.25484892674875
smalltime,33,8.293437759594124
smalltown,50,7.88797265148596
smallville,18,8.875359305043844
smarmy,63,7.660915200850614
smart,729,5.226753750067849
smart funny,20,8.775275846486863
smart girls,8,9.622573706874066
smart movie,16,8.98658494015407
smart people,13,9.180740954595027
smarter,86,7.353890165555702
smartest,34,8.264450222720871
smartly,32,8.323290722743806
smarts,18,8.875359305043844
smash,90,7.308938777693435
smash hit,18,8.875359305043844
smashed,52,7.849506370658164
smashes,30,8.38581107972514
smashing,58,7.742260840304566
smattering,25,8.561701746188803
smear,15,9.047209561970504
smeared,19,8.824066010656296
smell,110,7.110268082897952
smells,43,8.035608650292025
smells like,14,9.111748083108075
smelly,22,8.684304068281136
smidgen,13,9.180740954595027
smile,530,5.545036262968347
smile face,76,7.475992862356602
smiled,34,8.264450222720871
smiles,123,6.999516718605249
smiley,14,9.111748083108075
smiling,161,6.7322019489779015
smirk,41,8.082128665926916
smirking,21,8.72875583085197
smith,511,5.581473659170778
smithee,18,8.875359305043844
smithereens,14,9.111748083108075
smiths,67,7.600290579034179
smits,15,9.047209561970504
smitten,55,7.794446593475136
smoke,212,6.4585061185008605
smoked,24,8.600922459342085
smokes,42,8.058598168516724
smokey,19,8.824066010656296
smoking,233,6.364477168852584
smoking barrels,22,8.684304068281136
smoky,23,8.64174445386234
smooth,176,6.643648551636456
smooth criminal,20,8.775275846486863
smoothly,81,7.413079036946033
smug,85,7.365450987956778
smuggle,24,8.600922459342085
smuggled,21,8.72875583085197
smuggler,21,8.72875583085197
smugglers,19,8.824066010656296
smuggling,52,7.849506370658164
smugness,15,9.047209561970504
smut,20,8.775275846486863
snack,31,8.354062381410559
snacks,18,8.875359305043844
snafu,8,9.622573706874066
snag,17,8.92942652631412
snail,27,8.487593774035082
snails,49,7.90777527878214
snails pace,33,8.293437759594124
snake,166,6.701804471793531
snake island,7,9.74035674253045
snake moan,16,8.98658494015407
snakes,109,7.119317918417869
snakes plane,31,8.354062381410559
snakes train,14,9.111748083108075
snap,62,7.676663557818753
snapped,30,8.38581107972514
snapping,19,8.824066010656296
snappy,82,7.400957676413688
snappy dialogue,17,8.92942652631412
snaps,45,7.991156887721191
snapshot,38,8.156236638080639
snare,15,9.047209561970504
snarling,20,8.775275846486863
snatch,51,7.868554565628858
snatched,27,8.487593774035082
snatchers,25,8.561701746188803
snatches,16,8.98658494015407
sneak,142,6.856953653950378
sneak preview,36,8.20888037156606
sneaking,49,7.90777527878214
sneaks,47,7.948597273302394
sneaky,22,8.684304068281136
sneering,29,8.41860090254813
sneers,15,9.047209561970504
snicker,31,8.354062381410559
snide,16,8.98658494015407
snider,20,8.775275846486863
sniff,22,8.684304068281136
sniffing,25,8.561701746188803
sniper,45,7.991156887721191
snipers,20,8.775275846486863
snipes,74,7.502310170673975
snippet,22,8.684304068281136
snippets,59,7.725453721988185
snit,8,9.622573706874066
snl,103,7.175407385068913
snob,37,8.1822121244839
snobbery,15,9.047209561970504
snobbish,28,8.452502454223811
snobby,35,8.236279345754177
snobs,25,8.561701746188803
snoop,21,8.72875583085197
snooping,19,8.824066010656296
snooty,21,8.72875583085197
snooze,17,8.92942652631412
snoozefest,18,8.875359305043844
snoozer,23,8.64174445386234
snore,14,9.111748083108075
snorting,15,9.047209561970504
snot,24,8.600922459342085
snotty,25,8.561701746188803
snow,231,6.373060912543976
snow queen,11,9.334891634422286
snow white,29,8.41860090254813
snowball,25,8.561701746188803
snowballs,25,8.561701746188803
snowboarding,8,9.622573706874066
snowman,77,7.463089457520694
snowy,52,7.849506370658164
snowy river,9,9.517213191216241
snuck,22,8.684304068281136
snuff,89,7.319988613880021
snuff film,22,8.684304068281136
snuff movie,15,9.047209561970504
soak,16,8.98658494015407
soaked,38,8.156236638080639
soap,414,5.791519763979587
soap opera,240,6.335001350719631
soap operas,37,8.1822121244839
soapopera,30,8.38581107972514
soaps,40,8.106226217505977
soapy,22,8.684304068281136
soar,20,8.775275846486863
soaring,19,8.824066010656296
sob,41,8.082128665926916
sobaditsgood,28,8.452502454223811
sobbing,27,8.487593774035082
sober,68,7.585691779613026
sobering,23,8.64174445386234
sobieski,14,9.111748083108075
sobs,14,9.111748083108075
socalled,286,6.160316068450665
soccer,108,7.1284504019811425
soccer team,11,9.334891634422286
social,848,5.075739097898938
social commentary,120,7.024007738613545
social issues,27,8.487593774035082
social message,17,8.92942652631412
social political,18,8.875359305043844
social problems,14,9.111748083108075
social worker,29,8.41860090254813
socialism,20,8.775275846486863
socialist,42,8.058598168516724
socialite,30,8.38581107972514
socially,88,7.3311619144781455
societal,52,7.849506370658164
societies,51,7.868554565628858
society,1072,4.8415845415795875
society film,22,8.684304068281136
society time,15,9.047209561970504
societys,48,7.927977986099659
sociological,23,8.64174445386234
sociopath,40,8.106226217505977
sociopathic,18,8.875359305043844
sociopolitical,17,8.92942652631412
sock,43,8.035608650292025
sock puppets,12,9.25484892674875
sockets,14,9.111748083108075
socks,60,7.708924420036975
sod,16,8.98658494015407
soda,43,8.035608650292025
soderbergh,36,8.20888037156606
soderberghs,22,8.684304068281136
sofa,36,8.20888037156606
sofia,32,8.323290722743806
soft,391,5.848536444419823
soft core,59,7.725453721988185
soft focus,15,9.047209561970504
soft porn,45,7.991156887721191
soft spot,43,8.035608650292025
softcore,144,6.843064541789712
softcore porn,37,8.1822121244839
softcore sex,23,8.64174445386234
soften,24,8.600922459342085
softer,20,8.775275846486863
softly,19,8.824066010656296
softporn,19,8.824066010656296
softspoken,15,9.047209561970504
software,36,8.20888037156606
soggy,18,8.875359305043844
soha,7,9.74035674253045
soil,38,8.156236638080639
soiled,15,9.047209561970504
sol,26,8.523961418205957
solace,29,8.41860090254813
solar,36,8.20888037156606
solaris,16,8.98658494015407
sold,286,6.160316068450665
soldier,459,5.688571794727145
soldiers,627,5.3772581177420875
sole,222,6.412626512750167
sole purpose,44,8.013135794439966
sole reason,22,8.684304068281136
sole survivor,15,9.047209561970504
solely,200,6.51649337615121
solemn,30,8.38581107972514
soles,29,8.41860090254813
solicitor,19,8.824066010656296
solid,879,5.039876376738033
solid acting,28,8.452502454223811
solid cast,22,8.684304068281136
solid entertainment,15,9.047209561970504
solid film,14,9.111748083108075
solid movie,14,9.111748083108075
solid performance,45,7.991156887721191
solid performances,42,8.058598168516724
solidly,32,8.323290722743806
soliloquy,20,8.775275846486863
solitary,43,8.035608650292025
solitude,33,8.293437759594124
sollett,8,9.622573706874066
solo,156,6.763552478861977
solomon,26,8.523961418205957
solomons,11,9.334891634422286
solos,17,8.92942652631412
solution,168,6.6898995692872125
solutions,34,8.264450222720871
solve,258,6.262970222510748
solve case,19,8.824066010656296
solve mystery,29,8.41860090254813
solve problem,18,8.875359305043844
solve problems,25,8.561701746188803
solved,85,7.365450987956778
solves,38,8.156236638080639
solving,65,7.63014354218386
somber,58,7.742260840304566
sombre,32,8.323290722743806
somebody,507,5.589316836631804
somebodys,30,8.38581107972514
someday,138,6.885324351079594
someones,233,6.364477168852584
someplace,28,8.452502454223811
somerset,19,8.824066010656296
somethings,72,7.529338843061895
somewhat,1693,4.384950408998286
somewhat decent,18,8.875359305043844
somewhat different,18,8.875359305043844
somewhat entertaining,16,8.98658494015407
somewhat funny,15,9.047209561970504
somewhat interesting,28,8.452502454223811
somewhat like,19,8.824066010656296
somewhat predictable,25,8.561701746188803
somewhat reminiscent,15,9.047209561970504
somewhat similar,21,8.72875583085197
son,1730,4.363343729034076
son daughter,16,8.98658494015407
son father,18,8.875359305043844
son just,19,8.824066010656296
son mask,14,9.111748083108075
son movie,15,9.047209561970504
son sam,12,9.25484892674875
sondheim,16,8.98658494015407
sondra,27,8.487593774035082
sondra locke,14,9.111748083108075
song,1469,4.526780604437503
song called,16,8.98658494015407
song dance,72,7.529338843061895
song end,20,8.775275846486863
song film,26,8.523961418205957
song just,21,8.72875583085197
song movie,30,8.38581107972514
song played,31,8.354062381410559
song plays,16,8.98658494015407
song sung,26,8.523961418205957
songs,1292,4.655077905438429
songs film,32,8.323290722743806
songs good,34,8.264450222720871
songs great,26,8.523961418205957
songs just,14,9.111748083108075
songs like,28,8.452502454223811
songs movie,48,7.927977986099659
songs really,16,8.98658494015407
songs sung,22,8.684304068281136
songs written,16,8.98658494015407
songwriter,22,8.684304068281136
sonia,18,8.875359305043844
sonic,16,8.98658494015407
soninlaw,16,8.98658494015407
sonja,23,8.64174445386234
sonny,50,7.88797265148596
sonny chiba,17,8.92942652631412
sons,312,6.073595093670132
sony,32,8.323290722743806
soo,26,8.523961418205957
sookie,8,9.622573706874066
soon,2001,4.21789632433512
soon begins,15,9.047209561970504
soon discover,21,8.72875583085197
soon discovers,23,8.64174445386234
soon finds,46,7.969650682500228
soon gets,18,8.875359305043844
soon hes,16,8.98658494015407
soon learns,15,9.047209561970504
soon movie,28,8.452502454223811
soon possible,44,8.013135794439966
soon realize,16,8.98658494015407
soon saw,20,8.775275846486863
sooner,134,6.914523505771856
sooner later,40,8.106226217505977
soontobe,22,8.684304068281136
sooo,45,7.991156887721191
soooo,48,7.927977986099659
sooooo,32,8.323290722743806
sooraj,8,9.622573706874066
soothing,20,8.775275846486863
sophia,46,7.969650682500228
sophia loren,16,8.98658494015407
sophie,70,7.5571184071689705
sophisticated,248,6.302345387745578
sophistication,69,7.571303042160927
sophomore,28,8.452502454223811
sophomoric,63,7.660915200850614
soporific,14,9.111748083108075
soppy,23,8.64174445386234
soprano,52,7.849506370658164
sopranos,80,7.425349129537847
sorbonne,15,9.047209561970504
sorcerer,28,8.452502454223811
sorcery,27,8.487593774035082
sordid,59,7.725453721988185
sore,59,7.725453721988185
sore thumb,17,8.92942652631412
sorely,111,7.101299412915191
sorely disappointed,35,8.236279345754177
sorely lacking,15,9.047209561970504
sorely missed,15,9.047209561970504
sorkin,12,9.25484892674875
sorority,45,7.991156887721191
sorrow,72,7.529338843061895
sorrowful,15,9.047209561970504
sorrows,22,8.684304068281136
sorry,1439,4.547399891640239
sorry actors,22,8.684304068281136
sorry bad,18,8.875359305043844
sorry did,15,9.047209561970504
sorry dont,27,8.487593774035082
sorry excuse,22,8.684304068281136
sorry film,16,8.98658494015407
sorry folks,20,8.775275846486863
sorry guy,14,9.111748083108075
sorry guys,16,8.98658494015407
sorry just,40,8.106226217505977
sorry movie,24,8.600922459342085
sorry people,17,8.92942652631412
sorry poor,16,8.98658494015407
sorry say,86,7.353890165555702
sorry thats,17,8.92942652631412
sort,2501,3.994952593183429
sort film,87,7.342461469732079
sort like,100,7.204677767369026
sort movie,55,7.794446593475136
sort person,24,8.600922459342085
sort role,15,9.047209561970504
sort stuff,14,9.111748083108075
sort thing,137,6.892544599053081
sort way,79,7.437771649536404
sorta,50,7.88797265148596
sorted,14,9.111748083108075
sorting,14,9.111748083108075
sortof,18,8.875359305043844
sorts,363,5.9226444165735455
sorvino,35,8.236279345754177
sos,18,8.875359305043844
soso,108,7.1284504019811425
sosuke,14,9.111748083108075
sosukes,5,10.028038814982231
sotnikov,8,9.622573706874066
sought,95,7.25545009274245
soul,703,5.263019928052244
soul calibur,6,9.873888135154973
soul film,15,9.047209561970504
soul plane,7,9.74035674253045
soul survivors,11,9.334891634422286
soulful,27,8.487593774035082
soulless,51,7.868554565628858
souls,226,6.394848266728883
soultaker,11,9.334891634422286
sound,2249,4.10111278901182
sound bad,31,8.354062381410559
sound better,17,8.92942652631412
sound design,40,8.106226217505977
sound editing,31,8.354062381410559
sound effect,34,8.264450222720871
sound effects,208,6.477464032245475
sound familiar,33,8.293437759594124
sound film,32,8.323290722743806
sound films,18,8.875359305043844
sound format,23,8.64174445386234
sound good,24,8.600922459342085
sound just,16,8.98658494015407
sound like,224,6.403697882005866
sound movie,18,8.875359305043844
sound music,43,8.035608650292025
sound quality,82,7.400957676413688
sound recording,21,8.72875583085197
sound stage,20,8.775275846486863
sound track,118,7.040674791098756
sounded,336,5.999715353857924
sounded interesting,27,8.487593774035082
sounded like,129,6.952263833754704
sounding,162,6.726048083403524
sounding like,39,8.130918830096348
sounds,1167,4.7567501208221135
sounds better,15,9.047209561970504
sounds familiar,17,8.92942652631412
sounds good,32,8.323290722743806
sounds great,27,8.487593774035082
sounds just,15,9.047209561970504
sounds like,392,5.845988672341025
soundstage,16,8.98658494015407
soundtrack,1454,4.537037104604693
soundtrack album,17,8.92942652631412
soundtrack excellent,15,9.047209561970504
soundtrack film,24,8.600922459342085
soundtrack good,17,8.92942652631412
soundtrack great,28,8.452502454223811
soundtrack just,18,8.875359305043844
soundtrack movie,30,8.38581107972514
soundtrack music,17,8.92942652631412
soundtrack really,14,9.111748083108075
soundtracks,50,7.88797265148596
soup,90,7.308938777693435
sour,90,7.308938777693435
source,396,5.835862003523095
source material,86,7.353890165555702
sources,100,7.204677767369026
soutendijk,12,9.25484892674875
south,666,5.317008238294662
south africa,64,7.645411014314648
south african,34,8.264450222720871
south america,51,7.868554565628858
south american,33,8.293437759594124
south carolina,20,8.775275846486863
south france,14,9.111748083108075
south pacific,14,9.111748083108075
south park,97,7.234830805539714
south street,20,8.775275846486863
southern,313,6.070405298302032
southern accent,40,8.106226217505977
southern accents,15,9.047209561970504
southern california,38,8.156236638080639
southerner,16,8.98658494015407
southerners,12,9.25484892674875
southwest,28,8.452502454223811
